;Unnamed: 0;name;area;min_salary;max_salary;employer;created_at;days_passed;experience;employment;schedule;description;responsibility;requirement;conditions;key_skills
767;767;Java-разработчик;Москва;;;Пятерочка;2019-11-07;27;От 1 года до 3 лет;Полная занятость;Полный день;"В департамент по информационным технологиям ФТС &quot;Пятёрочка&quot; открыт конкурс на вакансию Старшего Java-разработчика. О проекте: GK Retail - один из самых масштабных проектов нашей компании. Программное обеспечение GK полностью управляет экосистемой магазина (товародвижение, акции, цены, аппаратная инфраструктура). Должностные обязанности (что делает для достижения результатов):  Разработка и техническое развитие платформы GK Retail Работа по современным гибким методологиям Создавать документацию по техническому решению реализованной или модифицированной функциональности Оказывать консультации по техническим вопросам в бизнес-приложениях GK Retail - функциональным консультантам, консультантам тестирования. Принимать участие в выявлении дефектов, определении причин их возникновения и последующего устранения Решение сложных инцидентов и проблем, переданных на третью линию поддержки Выполнение задач по оптимизации программного решения, по увеличению производительности систем Контролировать качество работы разработчиков, в том числе подрядных организаций, проводить code review  Про стек. Есть два основных модуля: касса и BackOffice.Модуль BackOffice: Java SE 7, Spring 4.3, PostgreSQL 9.5, Firebird 2.1, Swing, Jasper Reports, REST Web Services, JMS (Apache ActiveMQ), SAP PI.Модуль POS: Java SE 8, Google Guice, Firebird 2.1, Swing, SOAP Web Services.Требования:  Экспертные навыки разработки ПО Java; Высшее образование (ИТ или техническое); Опыт Java разработки от 5 лет; Опыт работы в роли Тимлида/Стримлида/Руководителя разработки или большое желание развиваться в этом направлении.  Условия: • Трудоустройство согласно ТК. • Оклад + ежегодный бонус • Корпоративная скидка в магазинах Х5 и на услуги компаний партнеров (фитнес, турагентства) • ДМС. • Место работы улица Скотопрогонная (7 мин от м. Волгоградский проспект. Корпоративные автобусы доставляют сотрудников утром и вечером до метро и обратно)  ";Разработка и техническое развитие платформы GK Retail. Создавать документацию по техническому решению реализованной или модифицированной функциональности. Оказывать консультации по техническим...;Модуль BackOffice: Java SE 7, Spring 4.3, PostgreSQL 9.5, Firebird 2.1, Swing, Jasper Reports, REST Web Services...;;"SQL;Java;Умение работать в команде;руководство командой разработчиков;Time management;Проведение тестирований;Постановка задач разработчикам;Техническая документация;Аналитические способности;Выбор подрядных организаций"
771;771;Java-разработчик;Санкт-Петербург;;;КОРУС Консалтинг СНГ;2019-11-20;14;От 1 года до 3 лет;Полная занятость;Полный день;"Кто мы КОРУС Консалтинг СНГ – дочерняя компания Сбербанка. За 15 лет работы мы добились лидирующих позиций в сфере электронного документооборота и не останавливаемся на достигнутом. Сегодня КОРУС Консалтинг СНГ – это комплексная разработка для Сбербанка, инновационная лаборатория по прототипированию, созданию и обкатке новых идей. Мы делаем продукты и сервисы быстро, качественно и запускаем их на аудиторию в 1,5 млн юридических лиц.   Что мы делаем Мы разработали платформу онлайн кредитования и десяток других сервисов для Сбербанка, которыми пользуются сегодня 370 000 юридических лиц. Мы лидеры инновационных решений в сфере ритейла - 60% крупнейших торговых сетей и их поставщиков пользуются нашими сервисами. Мы строим новую b2b платформу, которая взорвет рынок!   Зачем мы это делаем Мы одержимы digital миссией. Хотим полностью перевести взаимодействие юридических лиц в России в online. Избавить страну от бумаги, сделав 100% документов цифровыми. Мы хедлайнеры Сбербанка в сфере создания новых продуктов и сервисов, которые облегчают работу и жизнь. Мы делаем это потому, что нам в кайф. А еще потому, что это приносит хорошие деньги.   С ТЕБЯ: Создание функционала web приложений и сервисов. MUST-HAVE:  Опыт работы с java 7+ от 2-х лет Понимание структур данных и алгоритмов; Понимание design patterns; Участие в проектировании архитектуры модулей/систем; Опыт работы со Spring 4+ (boot 2+) от года. Представление о &quot;внутренней кухне&quot; Spring Core/MVC/Data; Опыт работы с RDBMS (Oracle/Postgres/MySql); Участие в разработке ПО с использованием методологий SCRUM/Kanban; Умение ясно и чётко выражать и аргументировать свою точку зрения; Желание совершенствовать разрабатываемый продукт, а не просто выполнять задачи.    Будет плюсом:  Понимание принципов работы распределенных систем, опыт работы с RabbitMQ/Kafka; Практический опыт работы с NoSQL хранилищами: MongoDB, Cassandra; Понимание работы и опыт применения поисковых движков: ElasticSearch; Знание других языков программирования: python 2.7, kotlin 1.3+, js ES6+; Навыки Ops (Docker, Openshift).    С НАС:  Амбициозные проекты, которые меняют картину мира; Только востребованные разработки без работы в стол; Работа в проектной команде по гибким методологиям. TeamCity, Octopus, git, IoC, MVVM, Web API — это про нас. Аджайл; Возможность прокачать скиллы и поднять свою экспертизу; Крупная компания (более 500 сотрудников), оформление по ТК, «белая» зарплата; Молодой, дружный коллектив (средний возраст – 27 лет) Внутреннее и внешнее обучение, митапы и хакатоны; Возможность создавать сервисы для миллионов клиентов Драйв, драйв, драйв… его у нас много!  Мы уверены, что приближаем будущее! Присоединяйся к нам    ";Создание функционала web приложений и сервисов.;MUST-HAVE: Опыт работы с java 7+ от 2-х лет. Понимание структур данных и алгоритмов. Понимание design patterns. ;;"Spring Framework;Java EE;Java SE;JDBC;JUnit;Hibernate ORM;PostgreSQL;ООП;RabbitMQ;Openshift;ElasticSearch;Cassandra;Docker"
861;861;Java-разработчик;Москва;;;Ред Софт;2019-11-25;9;От 3 до 6 лет;Полная занятость;Полный день;РЕД СОФТ - отечественный поставщик решений и услуг в области информационных технологий. Компания создает и осуществляет комплексные проекты в области хранения и управления данными на основе собственного промышленного прикладного программного обеспечения.  Обязанности:   Разработка нового функционала и закрытие дефектов по платформе   Консультирование прикладных разработчиков и аналитиков   Помощь во внедрении разработанного функционала   Рефакторинг и оптимизация кода, code review   Требования:   знание Java (Core, Multithreading, JDBC, Servlet, Vaadin, Swing),   знание СУБД (SQL, оптимизация, case-средства),   понимание технологий REST, SOAP, XML   Условия:  интересные задачи и дружный коллектив стабильная заработная плата (окончательный уровень обсуждается с успешным кандидатом по итогам собеседования) оформление в соответствии с ТК РФ график работы: 5/2 выходные: суббота и воскресенье ;Разработка нового функционала и закрытие дефектов по платформе. Консультирование прикладных разработчиков и аналитиков. Помощь во внедрении разработанного функционала. ;Знание Java (Core, Multithreading, JDBC, Servlet, Vaadin, Swing). Знание СУБД (SQL, оптимизация, case-средства). Понимание технологий REST, SOAP, XML.;;"Java;Java Servlets;JDBC;Swing;Multithread Programming"
979;979;Java-разработчик;Москва;;;Techport.ru;2019-12-04;0;От 1 года до 3 лет;Полная занятость;Полный день;"Techport.ru это онлайн гипермаркет с обширным и быстрорастущим ассортиментом товаров, работающий во множестве регионов России. На текущий момент в базе 500 тысяч продуктов. В компании работает команда уникальных специалистов в области ИТ, которая занимается разработкой инновационных технологий в e-commerce. Мы создаем и внедряем комплексные решения в области автоматизации технологий и бизнес-процессов компании, занимаемся созданием и разработкой информационно-аналитических систем и хранилищ данных, а также офисной структуры и коммуникаций (70% программных продуктов разработаны внутри компании). Найденные решения позволяют лучше понимать своих клиентов, всегда быть готовыми к изменениям рынка и опережать конкурентов, обеспечивая высочайший сервис для наших покупателей.   Приглашаем талантливых Java-разработчиков в нашу команду!    Обязанности:  Участие в проектах компании на платформе Java; Участие в развитии и оптимизации технических процессов разработки в компании; Проведение code review функционала.  Желателен опыт:  Работы в e-commerce; Работы с MS SQL; Работы на позиции full stack разработчика (значительное преимущество); Знание Vaadin или Eclipse RCP также будет плюсом.  Условия:   Оформление по ТК РФ;   График работы: 5/2 с 10.00 до 19.00, либо удобный для Вас график в рамках 8-часового рабочего дня (по пятницам сокращенный день);   Возможность периодической удаленной работы;   Ст. метро Кантемировская, 5 мин. пешком;   Возможность дополнительного обучения;   Программа лояльности на приобретение ассортимента интернет-магазина;  Уровень заработной платы обсуждается по результатам собеседования. ";Участие в проектах компании на платформе Java. Участие в развитии и оптимизации технических процессов разработки в компании. Проведение code review...;Работы в e-commerce. Работы с MS SQL. Работы на позиции full stack разработчика (значительное преимущество). Знание Vaadin или Eclipse...;;
988;988;Java-разработчик;Москва;;;Такском;2019-11-18;16;От 1 года до 3 лет;Полная занятость;Полный день;Компания Такском— лидер рынка по разработке и внедрению программ защищенного электронного документооборота для бизнеса Мы специализируемся на создании современных IT-сервисов, обеспечивающих обработку, хранение и предоставление цифровых данных. В связи с активным развитием внутренних проектов в компании открыта вакансия Разработчика Java в Группу высоконагруженных Web-решений.   Ваши задачи:  Разработка Web-сервисов Разработка системных служб Контроль качества кода Подготовка поставки для внедрения (релиза) Участие в анализе требований, разработке планов и оценке технической реализации, подготовке сервисной документации Continuous Integration    Для нас важно:   Опыт работы с Java от 2-х лет   Уверенное знание Java 8, Spring Framework   Базовые навыки работы с Unix системами (работа с файлами, сервисами, bash скрипты)   Опыт написания unit и интеграционных тестов   Опыт работы с СУБД PostgreSQL (проектирование, индексы, запросы средней сложности)   Знание Git, Maven, Jira, Jenkins   Опыт работы с Elasticsearch и Apache Camel приветствуется   Мы предлагаем: Профессиональное развитие в крупной IT-компании Поставленные процессы:  налаженный цикл разработки, Agile (Scrum, Kanban) комплектация рабочего места в соответствии с задачами  Комфортные условия:  кабинетная планировка офиса гибкое начало рабочего дня креативные зоны для обсуждений современные оборудованные кухни, свежемолотый кофе  Заботу о Вашем здоровье и досуге:  ДМС для сотрудников и членов семьи (включая стоматологию) страхование жизни врач-терапевт в офисе корпоративный спорт (футбольная и волейбольная команды)  Официальное оформление:  соблюдение ТК РФ белая заработная плата (определяется по результатам технического собеседования)  Удобное расположение офиса:  офис в шаговой доступности от м. Нагатинская (3 мин. от метро), Наличие бесплатной парковки ;Разработка Web-сервисов. Разработка системных служб. Контроль качества кода. Подготовка поставки для внедрения (релиза). Участие в анализе требований, разработке планов...;Опыт работы с Java от 2-х лет. Уверенное знание Java 8, Spring Framework. Базовые навыки работы с Unix системами...;;"Java;SQL;Spring Framework;Apache Maven;REST"
1080;1080;Java-разработчик;Москва;;;Почта Банк;2019-11-12;22;От 1 года до 3 лет;Полная занятость;Полный день;"Привет! Мы - команда разработчиков «Почта Банк» приглашаем к себе в команду Разработчика Java. Чем мы тут занимаемся: Разрабатываем платформу мобильного и интернет- банка (дистанционный банкинг) на основе микросервисов в современном стеке технологий, которые мы выбираем сами. Сейчас наш продукт занимает лидирующие позиции в рейтингах, мы активно инвестируем в его развитие и не останавливаемся на достигнутом. Нашим дистанционным банкингом пользуется более 7 млн. человек, единовременно с программным обеспечением работают более 10000 клиентов Банка. Количество пользователей и нагрузка постоянно растут – за прошлый год нагрузка на платформу увеличилась в 3 раза. Технологический стек: ЯП и фреймворки: Java 8/11, Kotlin (по желанию), Spring Boot, Apache Camel. Хранилища и очереди: Redis, Apache Cassandra, Oracle 12, ActiveMQ, IBM WS MQ. DevOps &amp; CI: Apache Maven, Jenkins, GitLab, Docker + Kubernetes (внедряем сейчас). Мониторинг: Elasticsearch, Logstash, Kibana, Sentry (внедряем сейчас), Zabbix. Будущий результат вашей работы: Набор микросервисов для новых функциональностей мобильного и интернет-банка. Обеспечение требуемого качество кода, скорости его выполнения, оптимизация потребляемых кодом ресурсов. Что вы будет делать:  Разрабатывать микросервисы платформы дистанционного банкинга. Разрабатывать интеграцию мобильного приложения и веб- приложения с сервисами платформы и другими системами Банка. Разрабатывать архитектурные схемы сервисов и выбирать технологии для решения новых и нетривиальных задач (вместе с архитектором и аналитиком). Выполнять ревью кода, написанного другими разработчиками, и обучать начинающих разработчиков.  Мы ожидаем от вас:  Пару лет опыта в разработке нагруженных RESTful сервисов. Опыт работы с масштабируемыми сервисами, очередями сообщений, большим количеством интеграций. Знаний или опыта проектирования структур данных. Знаний: Java 8/10, Spring Boot.  В &quot;Почта Банке&quot; мы предложим вам:  Удобный график («плавающее» начало рабочего дня). Комфортный офис в БЦ класса «А» в 1 минуте от метро (офис доступен 24*7; open-space, в котором сидят только команды разработки: демо-зона, кофе машина, пуфики, диваны + турник). Можно посмотреть на нашем сайте. Оклад + квартальное премирование + годовой бонус. Agile. Scrum (двухнедельные спринты, работа в командах по 6-8 человек: 2 backend, 3 frontend, системный аналитик, 2 тестировщика) Демократия и самоорганизация + наличие удаленного доступа. Обучение - доступное внутреннее и внешнее обучение. В Банке есть корпоративная академия. Регулярно проходят внутренние митаппы, tech. chapters и ретроспективы. Мы посещаем ключевые отраслевые конференции. Профессиональное развитие - мы используем современный стэк, поддерживаем разумные инициативы по внедрению новшеств, совершенствуем архитектуру и кодовую базу. Карьерный рост- команда постоянно растет. В зависимости от вклада, каждый сотрудник может претендовать на повышение дохода, новый функционал и дополнительные задачи. Мы держимся за наших сотрудников. ДМС. Многочисленные скидки и бонусы от партнеров (от каршернга до ипотеки).  Короткое телефонное собеседование с hr, встреча в офисе с техническими специалистами (+ hr ответит на все оставшиеся вопросы), финальная встреча с руководителем направления/архитектором.  ";Разрабатывать микросервисы платформы дистанционного банкинга. Разрабатывать интеграцию мобильного приложения и веб- приложения с сервисами платформы и другими системами Банка. ;Пару лет опыта в разработке нагруженных RESTful сервисов. Опыт работы с масштабируемыми сервисами, очередями сообщений, большим количеством интеграций. ;;
1113;1113;Java-разработчик;Москва;;;NO ONE;2019-11-25;9;От 1 года до 3 лет;Полная занятость;Полный день;NO ONE – крупнейшая розничная сеть по продаже обуви и аксессуаров европейских брендов премиального класса. Уже 26 лет мы сохраняем статус профессионалов индустрии моды и рады предложить вам стать частью нашей команды. В связи с расширением штата приглашаем в нашу компанию Java разработчика. Обязанности:   Разработка нового функционала внутренних приложений на языке JAVA   Анализ, рефакторинг существующего кода   Тестирование, написание инструкций пользователя   Требования:   Опыт разработки высоконагруженных приложений на языке Java 8   Опыт работы с фреймворком Spring   Опыт работы с платформой Cuba приветствуется   Опыт работы с web-сервисами обмена данными (REST, SOAP, XML)   Опыт работы с различными представлениями данных (JSON, XML, XLS, CSV)   Отличное знание языка SQL запросов   Понимание и использование в работе принципов MVC   Опыт работы с системами контроля версий   Хорошее знание Nginx/Apache и Unix систем приветствуется   Мы предлагаем:  График работы 5/2 c 9.00 до 18.00 либо с 10.00 до 19.00 Стабильную заработную плату Оформление по ТК РФ Территориально м. Алексеевская, БЦ «Чайка Плаза 1» ;Разработка нового функционала внутренних приложений на языке JAVA. Анализ, рефакторинг существующего кода. Тестирование, написание инструкций пользователя.;Опыт разработки высоконагруженных приложений на языке Java 8. Опыт работы с фреймворком Spring. Опыт работы с платформой Cuba приветствуется. ;;
1193;1193;Java-разработчик;Москва;;;Сбербанк-Телеком;2019-12-03;1;От 1 года до 3 лет;Полная занятость;Полный день;"СберМобайл - новый мобильный оператор связи от Сбербанка ищет Старшего разработчика в отдел высоконагруженных платформ. Возможность практически с нуля сделать связывающий воедино системы оператора backend. О проекте: Основным проектом будет создание бэкэнда мобильного оператора СберМобайл, при помощи которого происходит взаимодействие с Сбербанком и внутренними системами для предоставления интегрированных сервисов нашим абонентам. Десятки миллионов жителей России будут пользоваться тем, что вы будете создавать. Проекты:  1. Messaging платформа Push-нотификаций; 2. Доработка продуктов мобильного оператора, включая интеграцию с банковскими системами.  Обязанности:  Разработка нового backend функционала; Рефакторинг и оптимизация существующего кода; Разработка программных тестов;  Требования:  Уверенное знание Java Core (Collection, NIO, Multithreading); Умение разбираться в чужом коде и желание работать в команде; Стек разработки: Java SE (Spring), Java EE; Знание Java 8 (Concurrency, NIO, Spring); Опыт работы с JDBC БД (Oracle); Опыт работы JSON, XML, RESTful API, HTTP, SOAP, MQ; Знание средств коллективной разработки и сборки проектов (git, jirа, Maven); Знание linux.  Желательно:  Разработка программных тестов; Опыт разработки высоконагруженных систем; Умение тестировать собственный код; Понимание принципа построения CI/CD; Проведение Code-Review.    Условия:  График работы 5/2 с 9.00, 9.30 или 10.00, в пятницу сокращенный рабочий день на 1 час 15 минут; Официальная заработная плата обсуждается с успешными кандидатами на собеседовании; Испытательный срок 3 месяца; ДМС после испытательного срока (поликлиническое обслуживание, обследование со сдачей анализов, страховка за рубежом, возможность прикрепления родственников, психологические консультации); Компенсация 50% фитнеса и английского языка после испытательного срока; Частичная компенсация парковки; Дисконт-программы от компаний-партнеров (фитнес, страхование, туризм); Льготное кредитные и ипотечные программы; Оплата участия в спортивных мероприятиях; Офис 5-7 минут пешком от м. Крестьянская застава/Пролетарская, 10 минут - от метро Таганская/Марксистская. ";1. Messaging платформа Push-нотификаций. 2. Доработка продуктов мобильного оператора, включая интеграцию с банковскими системами. Разработка нового backend функционала. ;Уверенное знание Java Core (Collection, NIO, Multithreading). Умение разбираться в чужом коде и желание работать в команде. Стек разработки: Java...;;
1218;1218;Java-разработчик;Москва;;;1С;2019-11-07;27;От 3 до 6 лет;Полная занятость;Полный день;"Технологическая платформа &quot;1С:Предприятие&quot; представляет собой среду быстрой разработки широкого спектра бизнес-приложений для всех современных ОС и аппаратных архитектур - Windows, Linux, Mac OS, мобильных устройств на iOS, Android, Windows, а также позволяет запускать приложения в &quot;облаке&quot; с доступом к ним из веб-браузера. Наша технологическая платформа написана на С++ и Java.В нашу команду разработки платформы 1С мы ищем Java разработчика. Все задачи лежат в области разработки высоконагруженных сервисов для обеспечения работы клиентских приложений. Основная область применения – создание программ делового направления, масштабирующихся от однопользовательских установок, до развертывания облачных решений с одновременной работой тысяч пользователей. Разрабатываемые сервисы должны решать разнообразные задачи – от предоставления описаний пользовательского интерфейса, до получения, обмена и модификации больших массивов данных. Требования:  Java Core (Collections, Generics, Annotations); опыт работы с системой контроля версий GIT и системами сборки проектов Maven, Gradle; знание основных шаблонов проектирования; понимание методологий и процесса разработки ПО; опыт проектирования структуры и использования СУБД, оптимизация запросов; опыт тестирования приложений (JUnit/TestNG, Mockito, и т.д.).  Будет дополнительным плюсом:  опыт создания SOAP и RESTful веб-сервисов; работа с PostgreSQL; умение работать с Software Development and Collaboration Tools (Jira, Stash, Bamboo, Crucible).  Мы предлагаем:  возможность профессионального и карьерного роста вместе с ростом подразделения; опыт работы с талантливыми профессионалами, у которых есть чему научиться; современный комфортный офис в 5-ти минутах ходьбы от м. Тимирязевская; зоны отдыха и кофе-поинты; стабильную и конкурентоспособную заработную плату; расширенный социальный пакет (хорошо решены вопросы медицинского обслуживания (страхования), питания, проезда, спорта); бесплатную охраняемую парковку на территории офиса. ";Все задачи лежат в области разработки высоконагруженных сервисов для обеспечения работы клиентских приложений. Основная область применения – создание программ делового направления...;Java Core (Collections, Generics, Annotations). Опыт работы с системой контроля версий GIT и системами сборки проектов Maven, Gradle. ;;
1596;1596;Java-разработчик;Москва;;;Accenture;2019-11-26;8;От 3 до 6 лет;Полная занятость;Полный день;"Accenture - крупнейшая глобальная IT-компания, входит в список 500 крупнейших компаний мира, 100 лучших работодателей мира. Мы предоставляем своим клиентам решения в области внедрения, трансформации и стратегического развития цифровых сервисов. Наши клиенты - крупнейшие российские и мировые компании в области IT, финансов, ретейла и производства. Усилив нас своими компетенциями, развиваясь и достигая вместе с нами целей, вы получите возможность профессионального и карьерного развития в глобальной команде Accenture. Чем ты будешь заниматься:  Делать интересные проекты в области digital трансформации, участвовать в крупнейших программах для российских и международных компаний. Решать интересные и сложные задачи, заниматься проектированием и разработкой сервисов. Обязательно делать код ревью, и развивать младших членов команды. Помогать в настройках процессов CI/CD. Участвовать в демонстрациях заказчику. Получать удовольствие, выводя на рынок классный, реально работающий продукт, которым пользуются миллионы!  Ты наш идеальный кандидат, если:  Знаешь Java, будет плюсом, если это версия &gt;=8. Умеешь профилировать Java приложения. Чувствуешь себя как рыба в воде в Spring и его экосистеме. Применяешь на практике Spring Cloud. Публикуешь и потребляешь сообщения в Kafka или RabbitMQ. Делаешь запросы не только в реляционные БД, но и в MongoDB и Elasticsearch. Будет здорово, если работаешь с BPM Camunda. На все катушку используешь JUnit, Mockito и возможности Spring. Работаешь каждый день с Docker и, возможно, даже знаешь, что такое Kubernetes и Openshift. Разбираешься в процессах CI/CD. Имеешь опыт работы с системами журналирования и мониторинга, такими как ELK, Grafana, Prometheus. Можешь поставить задачу новичку. Проводишь код ревью, быстро выявляешь типичные ошибки в коде. Имеешь представление об Agile, стори пойнтах и дейли.  Мы предлагаем:  Интересные и амбициозные проекты для крупнейших компаний, лидеров рынка. Работу по современным методологиям и фреймворкам (agile, scrum, safe). Долгосрочные проекты с передовыми технологическими решениям и современной архитектурой приложений. Персональный план развития с возможностью участия в зарубежных тренингах и конференциях.   Конкурентоспособный уровень дохода и регулярное повышение по результатам Performance Review. Ежемесячная денежная компенсация на питание. ДМС с первого дня работы, включая стоматологию, в лучших клиниках Москвы и МО. Страхование жизни в размере годового оклада сотрудника. Дополнительные 5 дней оплачиваемого отпуска в год. Возможность гибкого графика работы. Программа корпоративных привилегий PrimeZone (более 1000 ведущих поставщиков продуктов и услуг). Участие в корпоративных спортивных и развлекательных мероприятиях за счет компании. Бесплатные занятия йогой в офисе; психологическая, финансовая и юридическая консультации. Самая современная техника для работы.  Корпоративный iPhone/Samsung.  ";Обязательно делать код ревью, и развивать младших членов команды. Помогать в настройках процессов CI/CD. Участвовать в демонстрациях заказчику. ;На все катушку используешь JUnit, Mockito и возможности Spring. Разбираешься в процессах CI/CD. Имеешь опыт работы с системами журналирования...;;"Java;Spring Framework"
1745;1745;Java-разработчик;Санкт-Петербург;;;Лига Цифровой Экономики;2019-11-29;5;От 1 года до 3 лет;Полная занятость;Полный день;"На данный момент мы находимся в поиске java-разработчика на проект в сфере культуры. Обязанности:  Участие в разработке новых и существующих веб-сервисов на Java / Kotlin с использованием Spring Boot; Поддержка и развитие инфраструктуры наших проектов; Реализация автоматизированных модульных и интеграционных тестов, а также развитие необходимых для этого инструментов; Документирование веб-сервисов с использованием Swagger / Markdown.  Требования:  Опыт разработки приложений на основе spring application framework; Опыт разработки интерактивных веб-приложений; Опыт разработки SOAP и REST веб-сервисов; Опыт использования ORM-фреймворков (hibernate); Опыт развертывания и конфигурирования apache tomcat; Опыт работы с maven,опыт работы с git; Опыт работы с linux терминалом, написание bash скриптов; Технический английский.  Условия:  Современный офис на Васильевском острове; Трудоустройство в соответствии с ТК РФ; Социальный пакет: ДМС (стоматология, стационар, услуги поликлиник), оплата мобильной связи, корпоративные скидки на фитнес; Внешнее и внутреннее обучение; Перспективы профессионального и карьерного роста. ";Участие в разработке новых и существующих веб-сервисов на Java / Kotlin с использованием Spring Boot. Поддержка и развитие инфраструктуры наших...;Опыт разработки приложений на основе spring application framework. Опыт разработки интерактивных веб-приложений. Опыт разработки SOAP и REST веб-сервисов. ;;"Hibernate ORM;Spring Framework;Git;Apache Maven;Java"
1902;1902;Java-разработчик;Москва;;;ТРИНИТИ;2019-11-05;29;От 3 до 6 лет;Полная занятость;Полный день;Компания Тринити это один из крупнейших и уважаемый в России системный интегратор с более чем 25-летним опытом работы в области ИТ решений. В связи с развитием требуется Java разработчик Требования:  Высшее образование Опыт разработки на Java 1-3 года Опыт работы с реляционными базами данных Опыт работы с Unix, навыки написания скриптов bash/shell приветствуются Технический английский (чтение документации)  Задачи:  Разработка новых и развитие уже существующих решений в области Автоматизации маркетинга и CRM (Java, PL/SQL, Rest Api) Участие в проектировании и разработке решений Проектирование и реализация интеграционных механизмов с внешними системами Решение возникающих проблем, исправление ошибок Подготовка документации по реализованному решению  Условия: - График работы: ПН-ПТ, с 10-00 до 18-30 (возможность иногда работать удаленно) - Белая заработная плата: конкурентоспособный оклад + премии (ежеквартальные) - Корпоративное обучение по продуктам - Карьерный рост - Возможны редкие командировки - Коллектив: Высокопрофессиональный, Дружный и Приветливый, а также Постоянный - В офисе есть оборудованная кухня, свежемолотый кофе, чай, молоко и сладости в неограниченном количестве - Офис: м. Строгино (15 мин. пешком);Разработка новых и развитие уже существующих решений в области Автоматизации маркетинга и CRM (Java, PL/SQL, Rest Api). ;Высшее образование. Опыт разработки на Java 1-3 года. Опыт работы с реляционными базами данных. Опыт работы с Unix, навыки...;;"JAVA / Python;Java;Python"
